ringing info,,,,logger info,,,,,individual information,,,,,,morphometrics,,,,breeding status,,,,,,breeding location,,,,,samples,,,other,,,,,
date,ring_number,euring_code,color_ring,logger_status,logger_model_retrieved,logger_id_retrieved,logger_model_deployed,logger_id_deployed,species,morph,subspecies,age,sex,sexing_method,weight,scull,tarsus,wing,breeding_stage,eggs,chicks,hatching_success,breeding_success,breeding_success_criterion,country,colony,colony_latitude,colony_longitude,nest_id,blood_sample,feather_sample,other_samples,data_responsible,back_on_nest,logger_mount_method,comment,"other relevant variables, e.g. 'gonys', 'culmen, ",old_ring_number
7/11/2016,J02762,NOS,,individual caught (first deployment),,,c250,T081,common guillemot,Not Bridled,,adult_unknown,unknown,dna,1000,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02622,NOS,,individual caught (logger retrieved and replaced),c250,T074,c330,B1245,common guillemot,Bridled,,adult_unknown,unknown,dna,990,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for SEATRACK/ARCTOX-full sample(both samples)","yes, feathers was sampled for SEATRACK/ARCTOX-full sample(body, head (alcids), sexing)",,svein-håkon lorentsen,,tarsus,Logger downloaded,,
7/11/2016,J02763,NOS,,individual caught (first deployment),,,c250,T090,common guillemot,Not Bridled,,adult_unknown,unknown,dna,980,,,207,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02764,NOS,,individual caught (first deployment),,,c250,T086,common guillemot,Not Bridled,,adult_unknown,unknown,dna,820,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02765,NOS,,individual caught (first deployment),,,c330,B1232,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02766,NOS,,individual caught (first deployment),,,c250,T080,common guillemot,Not Bridled,,adult_unknown,unknown,dna,950,,,199,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02767,NOS,,individual caught (first deployment),,,c330,B1250,common guillemot,Not Bridled,,adult_unknown,unknown,dna,930,,,,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02768,NOS,,individual caught (first deployment),,,c250,T075,common guillemot,Not Bridled,,adult_unknown,unknown,dna,910,,,199,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02769,NOS,,individual caught (first deployment),,,c250,T087,common guillemot,Not Bridled,,adult_unknown,unknown,dna,990,,,206,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02770,NOS,,individual caught (first deployment),,,c250,T089,common guillemot,Not Bridled,,adult_unknown,unknown,dna,990,,,207,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02771,NOS,,individual caught (first deployment),,,c330,B1263,common guillemot,Bridled,,adult_unknown,unknown,dna,890,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02772,NOS,,individual caught (first deployment),,,c250,T079,common guillemot,Not Bridled,,adult_unknown,unknown,dna,970,,,205,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02773,NOS,,individual caught (first deployment),,,c250,T085,common guillemot,Not Bridled,,adult_unknown,unknown,dna,890,,,203,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
7/11/2016,J02774,NOS,,individual caught (first deployment),,,c250,T095,common guillemot,Not Bridled,,adult_unknown,unknown,dna,960,,,211,rearing chicks,,1,,,,norway,sklinna,65.202,10.995,,"yes, blood was sampled for different reasons - results can/may be accessed by SEATRACK","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,,,
,2001428,NOS,"PY, green","individual caught (logger retrieved, bird released without logger)",c330,107,,,european shag,,,adult_unknown,female,behaviour,,,,,,,,,,,norway,sklinna,65.202,10.995,,"no, no blood was sampled","no, no feathers was sampled",,svein-håkon lorentsen,,tarsus,funnet død i en torskeruse på Frøya,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End,End,,End,End,End,End,,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,End,
